DATE,ABBR,HOME/VISITOR,PTS_home,PTS_away,MARGIN,FG_PCT_home,FT_PCT_home,FG3_PCT_home,FG_PCT_away,FT_PCT_away,FG3_PCT_away,winning_percentage,diff_%
2022-02-25,CHO,HOME,-1.4999999999999942,-6.480000000000001,4.980000000000007,0.00029999999999997807,0.001599999999999957,0.038900000000000025,-0.03376,0.029180000000000074,0.008040000000000002,0.5216811542329259,-0.1
2022-02-25,TOR,VISITOR,-29.299999999999997,-2.700000000000003,-26.599999999999994,-0.11139999999999994,-0.15100000000000013,-0.12929999999999997,0.0015999999999999903,0.05790000000000006,0.027000000000000024,0.47058823529411764,-0.1
2022-02-25,IND,HOME,-0.5999999999999943,-13.700000000000003,13.100000000000009,0.0045999999999999375,0.0786,-0.07810000000000006,-0.034399999999999986,-0.04809999999999992,-0.12699999999999997,0.42857142857142855,-0.0
2022-02-25,OKC,VISITOR,-3.299999999999997,5.299999999999997,-8.599999999999994,-0.02289999999999992,-0.07950000000000013,0.033200000000000035,0.01579999999999998,-0.016100000000000003,0.005199999999999955,0.3452797202797203,0.0
2022-02-25,ORL,HOME,14.5,1.2000000000000028,13.299999999999997,0.05149999999999999,0.14270000000000016,0.15679999999999994,-0.05179999999999996,0.016100000000000003,0.004400000000000015,0.2,-0.0
2022-02-25,HOU,VISITOR,7.400000000000006,2.5,4.900000000000006,0.04789999999999994,-0.04290000000000005,-0.056499999999999995,0.05589999999999995,0.1039000000000001,0.05160000000000009,0.23809523809523808,0.0
2022-02-25,WAS,HOME,4.700000000000003,0.6999999999999993,4.0000000000000036,-0.008750000000000022,-0.027650000000000036,0.006799999999999987,0.0045499999999999985,0.0006499999999999562,0.02750000000000001,0.5623989553538117,0.1
2022-02-25,SAS,VISITOR,-5.2875,-1.7750000000000057,-3.512499999999994,-0.024300000000000002,0.003175000000000025,-0.024262500000000006,-0.0014999999999999389,-0.02655000000000006,0.007000000000000027,0.3725394749588298,0.1
2022-02-25,NYK,HOME,-0.3333333333333333,0.9333333333333323,-1.2666666666666657,0.016200000000000103,0.02643333333333331,-0.015599999999999966,-0.004833333333333338,0.06516666666666678,0.031366666666666654,0.4686609686609686,-0.2
2022-02-25,MIA,VISITOR,-8.024999999999999,3.0999999999999943,-11.124999999999993,-0.02616250000000004,0.013937499999999936,-0.030462500000000007,0.007524999999999997,0.0017499999999999877,0.008650000000000005,0.6291964486354011,-0.2
2022-02-25,MIN,HOME,5.788888888888895,-1.6666666666666683,7.455555555555563,0.007788888888888932,0.05126666666666676,0.040388888888888856,-0.027544444444444458,0.023588888888888857,0.000411111111111109,0.48275623688909697,-0.1
2022-02-25,PHI,VISITOR,3.0,-5.299999999999997,8.299999999999997,0.0019000000000000683,-0.0005000000000001115,-0.014750000000000013,-0.05210000000000001,0.04619999999999996,-0.02070000000000005,0.5554035567715458,-0.1
2022-02-25,PHO,HOME,-5.299999999999997,-10.175,4.8750000000000036,-0.026199999999999987,0.07389999999999997,-0.025549999999999906,-0.038775000000000004,0.011875000000000052,-0.08535,0.8126110444177671,0.4
2022-02-25,NOP,VISITOR,0.4000000000000057,-3.9000000000000057,4.300000000000011,0.03740000000000002,-0.08050000000000007,0.14609999999999992,-0.03529999999999994,0.07700000000000001,-0.01100000000000001,0.23268398268398266,0.4
2022-02-25,UTA,HOME,4.900000000000006,-10.100000000000001,15.000000000000007,0.05740000000000001,0.014499999999999902,0.007599999999999926,0.0010999999999999621,-0.06669999999999998,0.003149999999999986,0.5999637155297532,0.0
2022-02-25,DAL,VISITOR,-7.375,-11.549999999999997,4.174999999999997,-0.006324999999999983,0.020375000000000032,0.029125000000000026,-0.05554999999999992,0.11689999999999998,-0.11675000000000005,0.5425198201652403,0.0
2022-02-25,LAL,HOME,4.900000000000006,3.133333333333335,1.7666666666666704,0.02476666666666664,-0.03313333333333331,-0.026066666666666682,-0.008233333333333315,0.021133333333333337,-0.007066666666666684,0.5004938271604938,-0.0
2022-02-25,LAC,VISITOR,0.36000000000000226,3.700000000000003,-3.3400000000000007,-0.020999999999999998,-0.015260000000000006,0.006919999999999993,0.01300000000000009,0.0784000000000001,0.044399999999999995,0.49814034309375926,-0.0
